id,poj_input,poj_other_input,poj_unicode,poj_other_unicode,tailo_input,tailo_other_input,tailo_unicode,tailo_other_unicode,hoagi,page_number
2989,Kong-bin5,,Kong-bîn,,Kong-bin5,,Kong-bîn,,公民、公民科,417
2990,Kong-hau7,,Kong-hāu,,Kong-hau7,,Kong-hāu,,功效,417
2991,Kong2-koo3,Kong2-ko3,Kóng-kò͘,Kóng-kò,Kong2-koo3,Kong2-ko3,Kóng-kòo,Kóng-kò,廣告,417
2992,Kong-bu7-oan5,,Kong-bū-oân,,Kong-bu7-uan5,,Kong-bū-uân,,公務員,417
2993,Kong-lo5,,Kong-lô,,Kong-lo5,,Kong-lô,,功勞,417
2994,Kong-su,,Kong-su,,Kong-su,,Kong-su,,公私,417
2995,Ku7,,Kū,,Ku7,,Kū,,舊,418
2996,Ku7-ni5,,Kū-nî,,Ku7-ni5,,Kū-nî,,舊年、去年,418
2997,Ku7-lek8,Long5-lek8,Kū-le̍k,Lông-le̍k,Ku7-lik8,Long5-lik8,Kū-li̍k,Lông-li̍k,舊曆、農曆,418
2998,Ku3,,Kù,,Ku3,,Kù,,句子、句字,418
2999,Chit8 ku3 oe7,,Chi̍t kù oē,,Tsit8 ku3 ue7,,Tsi̍t kù uē,,一句話,418
3000,Chit ku3,,Chit kù,,Tsit ku3,,Tsit kù,,這句,418
3001,Kui2 ku3-a2 oe7,,Kúi kù-á oē,,Kui2 ku3-a2 ue7,,Kuí kù-á uē,,幾句話,418
3002,Ku2,,Kú,,Ku2,,Kú,,久,418
3003,Chin-ku2,,Chin-kú,,Tsin-ku2,,Tsin-kú,,很久,418
3004,Bo5-loa7-ku2,,Bô-lōa-kú,,Bo5-lua7-ku2,,Bô-luā-kú,,不多久,419
3005,Khah ku2,,Khah kú,,Khah ku2,,Khah kú,,更久,419
3006,Chiah nih8 ku2,,Chiah ni̍h kú,,Tsiah nih8 ku2,,Tsiah ni̍h kú,,這麼久,419
3007,Siunn-ku2,,Siuⁿ-kú,,Siunn-ku2,,Siunn-kú,,太久,419
3008,Koh bo5 loa7 ku2,,Koh bô lōa kú,,Koh bo5 lua7 ku2,,Koh bô luā kú,,再不多久,419
3009,Chit bo5 loa7-ku2,,Chit bô lōa-kú,,Tsit bo5 lua7-ku2,,Tsit bô luā-kú,,最近,420
3010,Goo7 hun-cheng ku2,,Gō͘ hun-cheng kú,,Goo7 hun-tsing ku2,,Gōo hun-tsing kú,,五分鐘,420
3011,Goo7 tiam2-cheng ku2,,Gō͘ tiám-cheng kú,,Goo7 tiam2-tsing ku2,,Gōo tiám-tsing kú,,五點鐘,420
3012,Lak8 goeh8-jit8 ku2,Poann3 ni5 ku2/Lak8 koo2-goeh8 ku2,La̍k goe̍h-ji̍t kú,Pòaⁿ nî kú/La̍k kó͘-goe̍h kú,Lak8 gueh8-jit8 ku2,Puann3 ni5 ku2/Lak8 koo2-gueh8 ku2,La̍k gue̍h-ji̍t kú,Puànn nî kú/La̍k kóo-gue̍h kú,六個月,420
3013,Nng7 le2-pai3 ku2,,Nn̄g lé-pài kú,,Nng7 le2-pai3 ku2,,Nn̄g lé-pài kú,,兩個禮拜,420
3014,Chap8 ni5-ku2,,Cha̍p nî-kú,,Tsap8 ni5-ku2,,Tsa̍p nî-kú,,十年,421
3015,Iau2-ku2,,Iáu-kú,,Iau2-ku2,,Iáu-kú,,還在,421
3016,M7-ku2,,M̄-kú,,M7-ku2,,M̄-kú,,不過,421
3017,Kui2 ni5-a2-ku2,,Kúi nî-á-kú,,Kui2 ni5-a2-ku2,,Kuí nî-á-kú,,幾年,421
3018,Kui2 na7 nî-ku2,Kui2 a7 ni5-ku2,Kúi nā nî-kú,Kúi ā nî-kú,Kui2 na7 nî-ku2,Kui2 a7 ni5-ku2,Kuí nā nî-kú,Kuí ā nî-kú,許多年,421
3019,Kui2-na7 jit8 ku2,Kui2 a7 jit8 ku2,Kúi-nā ji̍t kú,Kúi ā ji̍t kú,Kui2-na7 jit8 ku2,Kui2 a7 jit8 ku2,Kuí-nā ji̍t kú,Kuí ā ji̍t kú,許多天,421
3020,Kui2 jit8-a2-ku2,,Kúi ji̍t-á-kú,,Kui2 jit8-a2-ku2,,Kuí ji̍t-á-kú,,幾天,421
3021,Kui3 na7 koo2 goeh8 ku2,Kui2 a7 koo2 goeh8 ku2,Kùi nā kó͘ goe̍h kú,Kúi ā kó͘ goe̍h kú,Kui3 na7 koo2 gueh8 ku2,Kui2 a7 koo2 gueh8 ku2,Kuì nā kóo gue̍h kú,Kuí ā kóo gue̍h kú,幾個月,421
3022,Sann si3 jit8 ku2,,Saⁿ sì ji̍t kú,,Sann si3 jit8 ku2,,Sann sì ji̍t kú,,三四天,421
3023,Goo7 lak8 ni5 ku2,,Gō͘ la̍k nî kú,,Goo7 lak8 ni5 ku2,,Gōo la̍k nî kú,,五六年,421
3024,Chit8 ku2-a2,,Chi̍t kú-á,,Chit8 ku2-a2,,Chi̍t kú-á,,一會兒,421
3025,A-ku7,,A-kū,,A-ku7,,A-kū,,舅父,421
3026,Ku-koai3,,Ku-koài,,Ku-kuai3,,Ku-kuài,,古怪、奇怪,421
3027,Ku,,Ku,,Ku,,Ku,,龜,422
3028,Ku7-lok8-poo7,,Kū-lo̍k-pō͘,,Ku7-lok8-poo7,,Kū-lo̍k-pōo,,俱樂部,422
3029,Kui2,,Kúi,,Kui2,,Kuí,,幾，多少,422
3030,Kui2 jit8 cheng5,,Kúi ji̍t chêng,,Kui2 jit8 tsing5,,Kuí ji̍t tsîng,,幾天前,422
3031,Bo5 kui2 jit8 cheng5,,Bô kúi ji̍t chêng,,Bo5 kui2 jit8 tsing5,,Bô kuí ji̍t tsîng,,前幾天,422
3032,Chit kui2-jit8,,Chit kúi-ji̍t,,Tsit kui2-jit8,,Tsit kuí-ji̍t,,這幾天,422
3033,Kui2 khoo-a2,,Kúi kho͘-á,,Kui2 khoo-a2,,Kuí khoo-á,,只有幾元,423
3034,Kui2 pun2 a2 chheh,,Kúi pún á chheh,,Kui2 pun2 a2 tsheh,,Kuí pún á tsheh,,(只有)幾本書,423
3035,Kui2 na7 pun2 chheh,Kui2 a7 pun2 chheh,Kúi nā pún chheh,Kúi ā pún chheh,Kui2 na7 pun2 tsheh,Kui2 a7 pun2 tsheh,Kuí nā pún tsheh,Kuí ā pún tsheh,好幾本書,423
3036,Kui2 e5 a2 lang5,,Kúi ê á lâng,,Kui2 e5 a2 lang5,,Kuí ê á lâng,,(只有)幾個人,423
3037,Kui2 na7 e5 lang5,Kui2 a7 e5 lang5,Kúi nā ê lâng,Kúi ā ê lâng,Kui2 na7 e5 lang5,Kui2 a7 e5 lang5,Kuí nā ê lâng,Kuí ā ê lâng,好幾個人,423
3038,Kui2 ku3-a2 oe7,,Kúi kù-á oē,,Kui2 ku3-a2 ue7,,Kuí kù-á uē,,幾句話,423
3039,Kui2 na7 ku3 oe7,Kui2 a7 ku3 oe7,Kúi nā kù oē,Kúi ā kù oē,Kui2 na7 ku3 ue7,Kui2 a7 ku3 ue7,Kuí nā kù uē,Kuí ā kù uē,好幾句話,423
3040,Kui-ki2,,Kui-kí,,Kui-ki2,,Kui-kí,,規矩,423
3041,Kui3,,Kùi,,Kui3,,Kuì,,貴,423
3042,U7 kui-ki2,,Ū kui-kí,,U7 kui-ki2,,Ū kui-kí,,有規矩,423
3043,Bo5 kui-ki2,,Bô kui-kí,,Bo5 kui-ki2,,Bô kui-kí,,不規矩,423
3044,Siu2 kui-ki2,,Siú kui-kí,,Siu2 kui-ki2,,Siú kui-kí,,守規矩,423
3045,Kui,,Kui,,Kui,,Kui,,整、全,423
3046,Kui-jit8,,Kui-ji̍t,,Kui-jit8,,Kui-ji̍t,,整天,424
3047,Kui hak8-hau7,,Kui ha̍k-hāu,,Kui hak8-hau7,,Kui ha̍k-hāu,,全校,424
3048,Kui7,,Kūi,,Kui7,,Kuī,,跪,424
3049,Kui,,Kui,,Kui,,Kui,,歸、屬,424
3050,Kui3,Tiau3,Kùi,Tiàu,Kui3,Tiau3,Kuì,Tiàu,掛,424
3051,Kui2,Kui2-a2,Kúi,Kúi-á,Kui2,Kui2-a2,Kuí,Kuí-á,鬼,424
3052,Moo5-kui2,,Mô͘-kúi,,Moo5-kui2,,Môo-kuí,,魔鬼,424
3053,Kun2,,Kún,,Kun2,,Kún,,沸騰、開,425
3054,Kun5,,Kûn,,Kun5,,Kûn,,裙,425
3055,Kun-tui7,,Kun-tūi,,Kun-tui7,,Kun-tuī,,軍隊,425
3056,Kun-jin5,,Kun-jîn,,Kun-jin5,,Kun-jîn,,軍人,425
3057,Seng3-bo5-kun,,Sèng-bô-kun,,Sing3-bo5-kun,,Sìng-bô-kun,,聖母軍,425
3058,Kut-lat8,,Kut-la̍t,,Kut-lat8,,Kut-la̍t,,勤勉,425
3059,Kut,,Kut,,Kut,,Kut,,骨,425
3060,Kut-thau5,,Kut-thâu,,Kut-thau5,,Kut-thâu,,骨頭,425
3061,Chhiu2-kut,,Chhiú-kut,,Tshiu2-kut,,Tshiú-kut,,手,425
3062,Kha-kut,,Kha-kut,,Kha-kut,,Kha-kut,,腳,426
3063,Kut8,,Ku̍t,,Kut8,,Ku̍t,,掘,426
3064,Kut8,,Ku̍t,,Kut8,,Ku̍t,,滑,426
3065,La7,,Lā,,La7,,Lā,,攪拌,426
3066,La7-la7-le3,,Lā-lā-lè,,La7-la7-le3,,Lā-lā-lè,,攪一攪,426
3067,La5-lun5-sio,,Lâ-lûn-sio,,La5-lun5-sio,,Lâ-lûn-sio,,微熱的,426
3068,Lah-sap,Lah-sap kui2,Lah-sap,Lah-sap kúi,Lah-sap,Lah-sap kui2,Lah-sap,Lah-sap kuí,骯髒、污穢,427
3069,Lah8-chek,,La̍h-chek,,Lah8-tsik,,La̍h-tsik,,蠟燭,427
3070,Lah-chek-tai5,,Lah-chek-tâi,,Lah-tsik-tai5,,Lah-tsik-tâi,,蠟燭台,427
3071,Lah8-jit8,,La̍h-ji̍t,,Lah8-jit8,,La̍h-ji̍t,,日曆,427
3072,Lai5,,Lâi,,Lai5,,Lâi,,來,427
3073,Lai5-khi3,,Lâi-khì,,Lai5-khi3,,Lâi-khì,,我們去吧,429
3074,Boeh lai-khi3,,Boeh lai-khì,,Bueh lai-khi3,,Bueh lai-khì,,我(我們)要去,429
3075,Boeh khi3,,Boeh khì,,Bueh khi3,,Bueh khì,,你(他)要去,429
3076,Kin7-lai5,,Kīn-lâi,,Kin7-lai5,,Kīn-lâi,,近來,429
3077,Chiong-lai5,,Chiong-lâi,,Tsiong-lai5,,Tsiong-lâi,,將來,429
3078,Au7-lai5,,Aū-lâi,,Au7-lai5,,Āu-lâi,,以後,429
3079,Pun2-lai5,,Pún-lâi,,Pun2-lai5,,Pún-lâi,,本來,429
3080,Goan5-lai5,,Goân-lâi,,Guan5-lai5,,Guân-lâi,,原來,430
3081,I2-lai5,,Í-lâi,,I2-lai5,,Í-lâi,,以來,430
3082,I2-lai7,,Í-lāi,,I2-lai7,,Í-lāi,,以內,430
3083,Lai7,,Lāi,,Lai7,,Lāi,,內,430
3084,Lai7-bin7,,Lāi-bīn,,Lai7-bin7,,Lāi-bīn,,內面,431
3085,Chit lai7-bin7,,Chit lāi-bīn,,Tsit lai7-bin7,,Tsit lāi-bīn,,這裡面,431
3086,Lai7,,Lāi,,Lai7,,Lāi,,銳利,431
3087,Lai5-ong2,,Lâi-óng,,Lai5-ong2,,Lâi-óng,,來往,431
3088,Lai5-a2,,Lâi-á,,Lai5-a2,,Lâi-á,,梨,431
3089,Lak8,,La̍k,,Lak8,,La̍k,,六,431
3090,Lak-khi3,,Lak-khì,,Lak-khi3,,Lak-khì,,脫落,431
3091,Lak-koh8-khi3,,Lak-ko̍h-khì,,Lak-koh8-khi3,,Lak-ko̍h-khì,,落下,431
3092,Lam2,,Lám,,Lam2,,Lám,,弱,432
3093,Lam5-tau5,,Lâm-tâu,,Lam5-tau5,,Lâm-tâu,,南投,432
3094,Lam7-sám,,Lām-sám,,Lam7-sám,,Lām-sám,,隨便，輕率地,432
3095,Lam7-su2,,Lām-sú,,Lam7-su2,,Lām-sú,,隨便，輕率地,432
3096,Lam5,,Lâm,,Lam5,,Lâm,,南,432
3097,Lam5,,Lâm,,Lam5,,Lâm,,男,432
3098,Lam5-hak8-seng,,Lâm-ha̍k-seng,,Lam5-hak8-sing,,Lâm-ha̍k-sing,,男學生,432
3099,Lam7,,Lām,,Lam7,,Lām,,混合,432
3100,Lam5-bi2,,Lâm-bí,,Lam5-bi2,,Lâm-bí,,南美,432
3101,Lam5-iunn5,,Lâm-iûⁿ,,Lam5-iunn5,,Lâm-iûnn,,南洋,433
3102,Lam5-kek8,,Lâm-ke̍k,,Lam5-kik8,,Lâm-ki̍k,,南極,433
3103,Lâm-poo7,,Lâm-pō͘,,Lâm-poo7,,Lâm-pōo,,南部,433
3104,Lam5,,Lâm,,Lam5,,Lâm,,淋,433
3105,Lan2,,Lán,,Lan2,,Lán,,累，懶,433
3106,Lan5-san-chinn,,Lân-san-chiⁿ,,Lan5-san-tsinn,,Lân-san-tsinn,,零星的錢,433
3107,Lan2,,Lán,,Lan2,,Lán,,我們,434
3108,Lan5-hoe,Iunn5-lan5,Lân-hoe,Iûⁿ-lân,Lan5-hue,Iunn5-lan5,Lân-hue,Iûnn-lân,蘭花,434
3109,Lan5,,Lân,,Lan5,,Lân,,鱗,434
3110,Phah lan5,,Phah lân,,Phah lan5,,Phah lân,,剝鱗,434
3111,Lang5,,Lâng,,Lang5,,Lâng,,人,434
3112,Lang3,,Làng,,Lang3,,Làng,,隔,434
3113,Lang3 chit8 choa7,,Làng chi̍t chōa,,Lang3 tsit8 tsua7,,Làng tsi̍t tsuā,,隔一行,434
3114,Lang5-kheh,,Lâng-kheh,,Lang5-kheh,,Lâng-kheh,,客人,435
3115,Lang2,,Láng,,Lang2,,Láng,,筐、籠,435
3116,Lang5,,Lâng,,Lang5,,Lâng,,膿,435
3117,Lang5 kan-khoo2,,Lâng kan-khó͘,,Lang5 kan-khoo2,,Lâng kan-khóo,,不舒服,435
3118,Lap8,,La̍p,,Lap8,,La̍p,,納、繳,435
3119,Lap,Lap8,Lap,La̍p,Lap,Lap8,Lap,La̍p,踏、踩,435
3120,Lat8,,La̍t,,Lat8,,La̍t,,力,436
3121,U7 lat8,,Ū la̍t,,U7 lat8,,Ū la̍t,,有力,436
3122,Bo5 lat8,,Bô la̍t,,Bo5 lat8,,Bô la̍t,,無力,436
3123,Lat8-chi2,,La̍t-chí,,Lat8-tsi2,,La̍t-tsí,,栗,436
3124,Lau2-sit8,,Láu-si̍t,,Lau2-sit8,,Láu-si̍t,,老實,436
3125,Lau3-sai2,,Làu-sái,,Lau3-sai2,,Làu-sái,,瀉肚,436
3126,Lau7,,Lāu,,Lau7,,Lāu,,老,436
3127,Lau7-su,,Lāu-su,,Lau7-su,,Lāu-su,,老師,436
3128,Lau7-pe7,,Lāu-pē,,Lau7-pe7,,Lāu-pē,,父親,436
3129,Lau7-bu2,,Lāu-bú,,Lau7-bu2,,Lāu-bú,,母親,436
3130,Lau5,,Lâu,,Lau5,,Lâu,,樓,436
3131,Nng7 chan3 lau5,,Nn̄g chàn lâu,,Nng7 tsan3 lau5,,Nn̄g tsàn lâu,,兩層樓,437
3132,Te7 ji7 chan3 lau5,,Tē jī chàn lâu,,Te7 ji7 tsan3 lau5,,Tē jī tsàn lâu,,二樓,437
3133,Lau5-kha,,Lâu-kha,,Lau5-kha,,Lâu-kha,,樓下,437
3134,Lau5-teng2,,Lâu-téng,,Lau5-ting2,,Lâu-tíng,,樓上,437
3135,Lau5,,Lâu,,Lau5,,Lâu,,流,437
3136,Lau5-koann7,,Lâu-kōaⁿ,,Lau5-kuann7,,Lâu-kuānn,,流汗,437
3137,Lau7,,Lāu,,Lau7,,Lāu,,漏,437
3138,Lāu-hong,Lau3-hong/Siau-hong,Lāu-hong,Làu-hong/Siau-hong,Lāu-hong,Lau3-hong/Siau-hong,Lāu-hong,Làu-hong/Siau-hong,漏氣,437
3139,Lau3-khui3,,Làu-khùi,,Lau3-khui3,,Làu-khuì,,露出馬腳,438
3140,Lau5,,Lâu,,Lau5,,Lâu,,留、遺留,438
3141,Lau5 chhui3-chhiu,,Lâu chhùi-chhiu,,Lau5 tshui3-tshiu,,Lâu tshuì-tshiu,,留鬍子,439
3142,Lau5 thau5-chang,,Lâu thâu-chang,,Lau5 thau5-tsang,,Lâu thâu-tsang,,留頭髮,439
3143,Lau2-lian7,,Láu-liān,,Lau2-lian7,,Láu-liān,,老練,439
3144,Le2-pai3,,Lé-pài,,Le2-pai3,,Lé-pài,,禮拜、星期,439
3145,Le2-pai3-tng5,,Lé-pài-tn̂g,,Le2-pai3-tng5,,Lé-pài-tn̂g,,禮拜堂,439
3146,Le2-tng5,,Lé-tn̂g,,Le2-tng5,,Lé-tn̂g,,禮堂,439
3147,Le2-soo3,,Lé-sò͘,,Le2-soo3,,Lé-sòo,,禮數,439
3148,U7 le2-soo3,,Ū lé-sò͘,,U7 le2-soo3,,Ū lé-sòo,,有禮貌,440
3149,Bo5 le2-soo3,,Bô lé-sò͘,,Bo5 le2-soo3,,Bô lé-sòo,,沒禮貌,440
3150,Le2-but8,,Lé-bu̍t,,Le2-but8,,Lé-bu̍t,,禮物,440
3151,Le7,,Lē,,Le7,,Lē,,例子,440
3152,Le5,,Lê,,Le5,,Lê,,犁,440
3153,Le3-tioh8,Lu3-tioh8,Lè-tio̍h,Lù-tio̍h,Le3-tioh8,Lu3-tioh8,Lè-tio̍h,Lù-tio̍h,擦過傷、受微傷,440
3154,Lek8-su2,,Le̍k-sú,,Lik8-su2,,Li̍k-sú,,歷史,445
3155,Lek8,,Le̍k,,Lik8,,Li̍k,,綠、綠色,445
3156,Lek-sek,,Lek-sek,,Lik-sik,,Lik-sik,,發青,445
3157,Leng2,,Léng,,Ling2,,Líng,,冷,445
3158,Leng2-tam7,,Léng-tām,,Ling2-tam7,,Líng-tām,,冷淡,445
3159,Leng5-hun5,,Lêng-hûn,,Ling5-hun5,,Lîng-hûn,,靈魂,445
3160,Leng,,Leng,,Ling,,Ling,,乳、奶,445
3161,Gu5-leng,,Gû-leng,,Gu5-ling,,Gû-ling,,牛奶,445
3162,Gu5-leng-hun2,,Gû-leng-hún,,Gu5-ling-hun2,,Gû-ling-hún,,奶粉,445
3163,Iunn5-leng,,Iûⁿ-leng,,Iunn5-ling,,Iûnn-ling,,羊奶,445
3164,Chhiu7-leng,,Chhiū-leng,,Tshiu7-ling,,Tshiū-ling,,橡皮,445
3165,Lai7-leng,,Lāi-leng,,Lai7-ling,,Lāi-ling,,內胎,446
3166,Goa7-leng,,Gōa-leng,,Gua7-ling,,Guā-ling,,外胎,446
3167,Leng-bu2,Leng-bo2,Leng-bú,Leng-bó,Ling-bu2,Ling-bo2,Ling-bú,Ling-bó,奶媽、乳母,446
3168,Leng7-tong5,,Lēng-tông,,Ling7-tong5,,Līng-tông,,令堂,446
3169,Leng7-chun,,Lēng-chun,,Ling7-tsun,,Līng-tsun,,令尊,446
3170,Leng2-thoo2,,Léng-thó͘,,Ling2-thoo2,,Líng-thóo,,領土,446
3171,Leng7,,Lēng,,Ling7,,Līng,,鬆,446
3172,Leng5-geng2,,Lêng-géng,,Ling5-ging2,,Lîng-gíng,,龍眼,446
3173,Leng5,,Lêng,,Ling5,,Lîng,,龍,446
3174,Li2,,Lí,,Li2,,Lí,,你,446
3175,Li2-iu5,,Lí-iû,,Li2-iu5,,Lí-iû,,理由,446
3176,Li7-pian7,,Lī-piān,,Li7-pian7,,Lī-piān,,方便、便利,446
3177,Li7-ek,,Lī-ek,,Li7-ik,,Lī-ik,,利益,447
3178,Li7-iong7,,Lī-iōng,,Li7-iong7,,Lī-iōng,,利用,447
3179,Li2,,Lí,,Li2,,Lí,,里,447
3180,Li2-kai2,,Lí-kái,,Li2-kai2,,Lí-kái,,理解,447
3181,Li2-heng5,,Lí-hêng,,Li2-hing5,,Lí-hîng,,旅行,447
3182,Li2-hui3,,Lí-hùi,,Li2-hui3,,Lí-huì,,旅費,447
3183,Li3,,Lì,,Li3,,Lì,,撕,447
3184,Li3-phoa3,Thiah-phoa3,Lì-phòa,Thiah-phòa,Li3-phua3,Thiah-phua3,Lì-phuà,Thiah-phuà,撕破,448
3185,Li3-khui,Thiah-khui,Lì-khui,Thiah-khui,Li3-khui,Thiah-khui,Lì-khui,Thiah-khui,撕開,448
3186,Li7-khui,,Lī-khui,,Li7-khui,,Lī-khui,,離開,448
3187,Li7-piat8,Li7-khui,Lī-pia̍t,Lī-khui,Li7-piat8,Li7-khui,Lī-pia̍t,Lī-khui,離別,448
3188,Li7-hun,Li7-ian5,Lī-hun,Lī-iân,Li7-hun,Li7-ian5,Lī-hun,Lī-iân,離婚、離緣,448
3189,Li2-lek8,Keng-lek8,Lí-le̍k,Keng-le̍k,Li2-lik8,King-lik8,Lí-li̍k,King-li̍k,經歷、履歷,449
3190,Li2-lek8-su,,Lí-le̍k-su,,Li2-lik8-su,,Lí-li̍k-su,,履歷書,449
3191,Li7-sek,,Lī-sek,,Li7-sik,,Lī-sik,,利息,449
3192,Li7-hai7,,Lī-hāi,,Li7-hai7,,Lī-hāi,,厲害,449
3193,Li2-siong2,,Lí-sióng,,Li2-siong2,,Lí-sióng,,理想,449
3194,Li2,,Lí,,Li2,,Lí,,女,450
3195,Li2-a2,,Lí-á,,Li2-a2,,Lí-á,,李,450
3196,Li2-su7,,Lí-sū,,Li2-su7,,Lí-sū,,理事,450
3197,Li2-su7 hoe7,,Lí-sū hōe,,Li2-su7 hue7,,Lí-sū huē,,理事會,450
3198,Liah8,,Lia̍h,,Liah8,,Lia̍h,,捉,450
3199,Liah8-chhat8,,Lia̍h-chha̍t,,Liah8-tshat8,,Lia̍h-tsha̍t,,捉賊,450
3200,Liah8- khi3 koainn,,Lia̍h- khì koaiⁿ,,Liah8- khi3 kuainn,,Lia̍h- khì kuainn,,投獄,450
3201,Liah8 hî--ê,,Lia̍h hî--ê,,Liah8 hî--ê,,Lia̍h hî--ê,,漁夫,450
3202,Liah8 hoo7-sin5,,Lia̍h hō͘-sîn,,Liah8 hoo7-sin5,,Lia̍h hōo-sîn,,捕蒼蠅,450
3203,Liam7,,Liām,,Liam7,,Liām,,念,450
3204,Liam7-keng,,Liām-keng,,Liam7-king,,Liām-king,,念經,450
3205,Liam5-pinn,,Liâm-piⁿ,,Liam5-pinn,,Liâm-pinn,,馬上、一會兒,450
3206,Liam5,,Liâm,,Liam5,,Liâm,,粘,451
3207,Liam5-liam5,,Liâm-liâm,,Liam5-liam5,,Liâm-liâm,,粘粘,451
3208,Liam3,,Liàm,,Liam3,,Liàm,,抓,451
3209,Lian2,,Lián,,Lian2,,Lián,,輪,451
3210,Lian5,,Liân,,Lian5,,Liân,,連...,451
3211,Lian7,,Liān,,Lian7,,Liān,,練、鍊,452
3212,Lian7-leng5,,Liān-lêng,,Lian7-ling5,,Liān-lîng,,煉靈,452
3213,Lian7-gak8,,Liān-ga̍k,,Lian7-gak8,,Liān-ga̍k,,煉獄,452
3214,Lian7-sip8,,Liān-si̍p,,Lian7-sip8,,Liān-si̍p,,練習,452
3215,Lian5-hap8,,Liân-ha̍p,,Lian5-hap8,,Liân-ha̍p,,聯合,452
3216,Lian,,Lian,,Lian,,Lian,,凋謝、枯萎,452
3217,Lian3,,Liàn,,Lian3,,Liàn,,滾、滾轉,453
3218,Lian7-a2,,Liān-á,,Lian7-a2,,Liān-á,,鏈,453
3219,Lian7,,Liān,,Lian7,,Liān,,鏈,453
3220,Liang5,,Liâng,,Liang5,,Liâng,,涼,453
3221,Liang5-chui2,Khì-chui2,Liâng-chúi,Khì-chúi,Liang5-tsui2,Khì-tsui2,Liâng-tsuí,Khì-tsuí,汽水,453
3222,Liap8,,Lia̍p,,Liap8,,Lia̍p,,粒、顆、個,453
3223,Liap8-a2,,Lia̍p-á,,Liap8-a2,,Lia̍p-á,,傷腫,453
3224,Liau7-li2,,Liāu-lí,,Liau7-li2,,Liāu-lí,,烹煮、料理,454
3225,Liau2,,Liáu,,Liau2,,Liáu,,了、完了,454
3226,Liau2,,Liáu,,Liau2,,Liáu,,了,454
3227,Liau2-chinn5,,Liáu-chîⁿ,,Liau2-tsinn5,,Liáu-tsînn,,虧本、賠錢,455
3228,Liau2-au7,,Liáu-aū,,Liau2-au7,,Liáu-āu,,以後,455
3229,Lim,,Lim,,Lim,,Lim,,飯、喝,455
3230,Lim-thng,,Lim-thng,,Lim-thng,,Lim-thng,,喝湯,455
3231,Lim ioh8-chui2,,Lim io̍h-chúi,,Lim ioh8-tsui2,,Lim io̍h-tsuí,,喝藥水,455
3232,Lim gu5-leng,,Lim gû-leng,,Lim gu5-ling,,Lim gû-ling,,喝牛奶,455
3233,Lim5-si5,,Lîm-sî,,Lim5-si5,,Lîm-sî,,臨時、一時的,455
3234,Lin2,,Lín,,Lin2,,Lín,,你們,456
3235,Liong5-sim,,Liông-sim,,Liong5-sim,,Liông-sim,,良心,456
3236,Liong7,,Liōng,,Liong7,,Liōng,,大度、寬大,456
3237,Liu5-kip,Loh8-te7,Liû-kip,Lo̍h-tē,Liu5-kip,Loh8-te7,Liû-kip,Lo̍h-tē,留級,456
3238,U7 liong5-sim,,Ū liông-sim,,U7 liong5-sim,,Ū liông-sim,,有良心,456
3239,Bo5 liong5-sim,,Bô liông-sim,,Bo5 liong5-sim,,Bô liông-sim,,沒有良心,456
3240,Liu-a2,,Liu-á,,Liu-a2,,Liu-á,,鈕扣,457
3241,Liu-a2 khang,,Liu-á khang,,Liu-a2 khang,,Liu-á khang,,鈕扣孔,457
3242,Liu2,,Liú,,Liu2,,Liú,,扣住、扣緊,457
3243,Liu3,,Liù,,Liu3,,Liù,,脫,457
3244,Liu5-seng-ki,,Liû-seng-ki,,Liu5-sing-ki,,Liû-sing-ki,,留聲機,457
3245,Liu5-hak8,,Liû-ha̍k,,Liu5-hak8,,Liû-ha̍k,,留學,457
3246,Liu5-hak-seng,,Liû-hak-seng,,Liu5-hak-sing,,Liû-hak-sing,,留學生,457
3247,Liu5-heng5,Si5-kiann5,Liû-hêng,Sî-kiâⁿ,Liu5-hing5,Si5-kiann5,Liû-hîng,Sî-kiânn,流行,458
3248,Toe3 liu5-heng5,,Tòe liû-hêng,,Tue3 liu5-hing5,,Tuè liû-hîng,,跟流行,458
3249,Lo3,,Lò,,Lo3,,Lò,,高,458
3250,Lo5-ma2,,Lô-má,,Lo5-ma2,,Lô-má,,羅馬,458
3251,Lo5-ma2-ji7,,Lô-má-jī,,Lo5-ma2-ji7,,Lô-má-jī,,羅馬字,458
3252,Lo5,,Lô,,Lo5,,Lô,,濁,458
3253,Lo5-hoan5,,Lô-hoân,,Lo5-huan5,,Lô-huân,,勞煩、麻煩,458
3254,Lo5-tong7,,Lô-tōng,,Lo5-tong7,,Lô-tōng,,勞動,459
3255,Lo5-tong7-chia2,,Lô-tōng-chiá,,Lo5-tong7-tsia2,,Lô-tōng-tsiá,,勞動者,459
3256,Lo5-tong7-kai3,,Lô-tōng-kài,,Lo5-tong7-kai3,,Lô-tōng-kài,,勞動界,459
3257,Loo5-moa5,,Lô͘-môa,,Loo5-mua5,,Lôo-muâ,,鱸鰻、流氓,459
3258,Loo7-si-teng,,Lō͘-si-teng,,Loo7-si-ting,,Lōo-si-ting,,螺絲釘,459
3259,Loo7-si ka2,,Lō͘-si ká,,Loo7-si ka2,,Lōo-si ká,,螺思旋,459
3260,Loo7-eng7,,Lō͘-ēng,,Loo7-ing7,,Lōo-īng,,用處,459
3261,U7 loo7-eng7,,Ū lō͘-ēng,,U7 loo7-ing7,,Ū lōo-īng,,有用處,459
